6.24353932027096E-03,1.25E-03
6.08356466545049E-03,1.19E-03
6.67753148461246E-03,1.46E-03
5.02714577985788E-03,1.12E-03
6.0795311632472E-03,1.22E-03
4.41151006308761E-03,1.04E-03
4.79597506747698E-03,1.28E-03
5.51352509232759E-03,1.23E-03
4.80595515153922E-03,1.17E-03
5.9965166366297E-03,1.22E-03
3.32893829525381E-03,8.90E-04
4.95783999696001E-03,1.08E-03
4.18226257988007E-03,1.05E-03
4.14788522303371E-03,1.07E-03
4.84435805147463E-03,1.11E-03
3.09987969340789E-03,8.95E-04
4.7763545880153E-03,1.10E-03
4.85730747730113E-03,1.11E-03
4.36954832422748E-03,1.06E-03
5.03838692682127E-03,1.16E-03
3.32821984049935E-03,1.05E-03
4.31071027071236E-03,1.24E-03
2.38376142691287E-03,8.43E-04
6.25986333848234E-03,1.56E-03
3.77637525185679E-03,1.05E-03
4.89209053360526E-03,1.22E-03
5.27768464319532E-03,1.24E-03
4.23391194367118E-03,1.17E-03
4.32200207203236E-03,1.20E-03
3.90650521137152E-03,1.08E-03
3.78606051320936E-03,1.05E-03
3.76732370651049E-03,1.09E-03
6.34470814920762E-03,1.35E-03
3.44232057581729E-03,1.04E-03
2.97202599964355E-03,9.40E-04
4.76451108767413E-03,1.19E-03
4.62628317411117E-03,1.19E-03
3.46378285326868E-03,1.00E-03
4.24644847671894E-03,1.18E-03
5.02077102772222E-03,1.26E-03
4.79840408989027E-03,1.16E-03
2.14472882227339E-03,7.58E-04
5.66945106495752E-03,1.21E-03
4.98246531820821E-03,1.25E-03
2.99469462377548E-03,9.03E-04
4.91727498209289E-03,1.27E-03
5.40320049709444E-03,1.13E-03
4.70890961433406E-03,1.22E-03
4.13179206900935E-03,1.10E-03
3.41885102243145E-03,1.03E-03
3.97168703246807E-03,1.10E-03
3.26736386400941E-03,1.16E-03
3.43344639433376E-03,9.18E-04
3.57487562712464E-03,1.08E-03
2.10121581850056E-03,7.43E-04
2.52160300774555E-03,8.41E-04
4.69885919810163E-03,1.17E-03
4.35866437029676E-03,1.13E-03
5.17119329380108E-03,1.13E-03
2.7895970954585E-03,8.82E-04
4.70998442658232E-03,1.08E-03
2.12387726478693E-03,8.03E-04
3.20410767026045E-03,8.89E-04
3.76215075676494E-03,9.71E-04
5.59621670872747E-03,1.25E-03
4.08723646533968E-03,1.02E-03
2.73422360557583E-03,9.11E-04
3.47162373194679E-03,1.00E-03
5.06532360165157E-03,1.13E-03
3.57379477458428E-03,9.91E-04
