
xxx
yyy
30455
5.38798	5.81848
5.86327	5.21483
6.30265	5.75432
5.83376	5.18162
0.04405	0.0339305
5.37727	6.00916
5.29875	5.97203
5.40279	5.8869
0.0422581	0.0406116
7.29909	7.24171
5.92756	5.3121
5.32093	5.7374
0.0230679	0.0303762
5.80715	5.16678
6.49783	5.62776
5.37414	5.82505
5.5874	6.43655
5.30202	5.84023
6.01647	5.20958
5.4088	5.98463
6.03046	5.24488
5.34545	5.81473
5.94734	5.26671
0.0264591	0.0297859
6.29504	5.68077
5.90689	5.25613
5.36511	5.82819
5.26031	5.95038
5.95642	5.18964
5.86964	5.36372
0.210323	0.205512
5.95811	5.21438
5.79768	5.28738
5.91208	5.39501
5.86278	5.3309
5.99445	5.30764
5.9024	5.31373
5.7825	5.27333
0.172779	0.135287
0.0279619	0.0288467
6.31855	5.74279
5.46332	5.96947
0.0315856	0.00902177
5.93601	5.32557
5.90189	5.38313
5.31958	5.73077
5.9492	5.22247
5.9845	5.18324
0.0310992	0.018797
0.0152821	0.0302238
5.38175	5.85027
6.03227	5.14051
5.35796	5.94082
5.39849	5.96459
5.93264	5.14265
6.4548	5.6254
5.34704	5.91075
5.36438	5.85135
5.9762	5.1891
5.35626	6.04586
5.40574	5.81141
5.82177	5.23812
5.93536	5.24533
0.020208	0.0317764
0.0179026	0.0312664
5.33352	5.98344
0.0163967	0.0294304
5.89916	5.35457
5.85556	6.6175
5.33663	5.81587
5.4034	5.95073
5.30139	6.01828
5.45295	5.84434
0.0159165	0.0336653
2.33804	2.47034
5.82721	5.17842
5.86402	5.31429
6.40532	5.78175
5.33669	5.97268
0.0325349	0.0430887
5.8995	5.23802
5.30762	6.00852
5.96364	5.24283
5.78071	5.2261
0.0515811	0.040389
5.22538	5.77762
5.82518	5.23688
5.80876	6.56119
5.42621	5.88819
5.36347	5.7759
0.0136952	0.0298092
5.37776	5.78884
5.36762	5.90499
5.37352	5.85553
5.36002	5.76359
3.15239	3.49128
5.85524	6.53146
0.0116278	0.030257
5.25383	5.98265
5.92225	5.12173
0.0405034	0.0204364
5.29613	5.93632
5.47256	5.81726
5.90953	5.2981
5.40348	5.9341
5.29592	4.65351
5.88557	5.19342
5.20203	5.85405
5.38508	5.85505
5.95482	5.2781
5.27995	5.91171
2.45034	2.77833
5.38264	5.9958
6.16644	5.7006
5.84127	5.26055
0.0263367	0.0405487
5.94824	5.1209
0.028472	0.0234164
0.0510465	0.0397846
5.38544	6.04742
5.73915	5.11287
5.30176	5.82094
5.32555	5.85333
5.86414	6.3282
5.92956	5.20685
5.47358	5.85678
5.36645	5.79191
0.0284888	0.0294714
5.94931	5.19549
5.33564	5.80302
5.87852	5.27169
5.75941	5.26674
5.85402	5.20702
5.95694	5.23623
5.46716	5.97663
5.7449	5.07168
5.30716	5.91867
5.82216	6.33466
5.3823	6.01345
5.83454	5.18704
5.46047	5.91567
5.87785	6.43653
5.3296	5.81673
6.3485	5.78211
5.39514	5.86519
5.75925	6.26203
6.00715	5.29709
5.39341	5.81842
5.34194	6.02104
5.84174	5.28447
5.3973	5.8423
5.3274	5.89609
5.3884	5.79634
5.79899	5.19532
0.0480337	0.0397897
6.34684	5.79162
5.34641	5.84317
5.7634	5.29038
5.80491	5.23697
0.0014009	0.0293791
5.89156	5.34008
5.83131	6.51357
5.87234	5.28793
5.28306	5.97336
5.92319	5.20467
5.28239	5.90168
5.33105	5.86926
5.28593	5.89496
5.37404	5.84005
5.37592	5.9455
5.84643	5.32857
